startDate,Type,Final Version Due,endDate,City,Acronym,Country,Title,Abstract Registration Due,Field,Submission Deadline,Homepage,Notification Due
,Conference,2017-07-15T00:00:00,,,UP 2017,,UP  2017 : Following User Pathways: Cross Platform and Mixed Methods Analysis in Social Media Studies,,"social media, mixed method analysis, big social data, cross platform",2017-02-01T00:00:00,,2017-04-28T00:00:00
2017-06-20T00:00:00,Conference,2017-03-27T00:00:00,2017-06-21T23:59:59,Victoria Falls Zimbabwe,ACRID 2017,,"ACRID  2017 : EAI International Conference for Research, Innovation and Development for Africa ACRID-2017",2016-09-21T00:00:00,"electronics, industrial production, engineering, technology",2016-12-26T00:00:00,www.acridconference.org/2017/show,2017-02-27T00:00:00
2016-11-07T00:00:00,Conference,2016-11-30T00:00:00,2016-11-09T23:59:59,ÅÃ³dÅº,MSA 2016,,MSA  2016 :  Multivariate Statistical Analysis MSA 2016,,"multivariate statistical anal, bayesian inference, data mining",2016-09-18T00:00:00,www.msa.uni.lodz.pl,2016-11-07T00:00:00
2016-10-01T00:00:00,Conference,,2020-10-01T23:59:59,United Kingdom,RO-MAN 2017,,RO-MAN  2017 : Robot and Human Interactive Communication,,,,,
,Conference,2017-05-15T00:00:00,,,IJCCBS-SI 2016,,IJCCBS-SI  2016 : Int. J. of Critical Computer-Based Systems. Special Issue on: Methods and Tools for Assurance of Critical Infrastructure Protection,,"computer science, security, safety, formal methods",2016-10-15T00:00:00,www.inderscience.com/info/ingeneral/cfp.php?id=3464,2016-12-31T00:00:00
2017-06-20T00:00:00,Conference,,2017-06-23T23:59:59,Taipei,ACM MMSys 2017,Taiwan,ACM MMSys  2017 : ACM Multimedia Systems Conference,,,2016-11-25T00:00:00,mmsys17.iis.sinica.edu.tw,
,Conference,2016-09-28T00:00:00,,,IJCSES 2016,,IJCSES  2016 : International Journal of Computer Science and Engineering Survey,,"computer science, communications, multimedia, databases",2016-08-20T00:00:00,airccse.org/journal/ijcses/index.html,2016-09-20T00:00:00
2016-08-11T00:00:00,Conference,,2016-08-11T23:59:59,Omaha,Big Data for Health 2016,NE,Big Data for Health  2016 : Big Data for Health and Medicine Workshop,,"big data, health, data science, medicine",,sites.google.com/a/unomaha.edu/cooperlab/events/bigdataforhealthandmedicineworkshopaugust112016omahane,
2016-11-18T00:00:00,Conference,2016-12-31T00:00:00,2016-11-20T23:59:59,Panipat,10th ICACCT 2016,,10th ICACCT  2016 : 10th International Conference on Advanced Computing and Communication Technologies,,,2016-09-05T00:00:00,icacct.apiit.edu.in,2016-10-21T00:00:00
2016-12-16T00:00:00,Conference,,2016-12-18T23:59:59,Guangzhou,PDCAT 2016,Chia,"PDCAT  2016 : The 2016 17th International Conference on Parallel and Distributed Computing, Applications and Technologies",,,2016-08-30T00:00:00,sdcs.sysu.edu.cn/space/pdcat2016,
